datetime,timestamp,user,src,out,time
2023-03-09 00:01:34,1678320094,SE***-GQTA,间谍印花胶囊,印花 | 吊打,1678320094
2023-03-09 00:01:36,1678320096,AW***-N4XQ,梦魇武器箱,SCAR-20 | 暗夜活死鸡,1678320096
2023-03-09 00:01:38,1678320098,AF***-SQFA,变革武器箱,专业手套（★） | 渐变之色,1678320098
2023-03-09 00:01:39,1678320099,AV***-S3TE,间谍印花胶囊,印花 | 吊打,1678320099
2023-03-09 00:01:40,1678320100,SR***-MAGQ,幻彩 3 号武器箱,截短霰弹枪 | 破铜烂铁,1678320100
2023-03-09 00:01:40,1678320100,AF***-Q6BJ,间谍印花胶囊,印花 | 蛰刺似蝶,1678320100
2023-03-09 00:01:42,1678320102,A8***-CVTJ,间谍印花胶囊,印花 | 蛰刺似蝶,1678320102
2023-03-09 00:01:43,1678320103,SA***-DXFE,手套武器箱,MP7 | 卷云,1678320103
2023-03-09 00:01:43,1678320103,A3***-XAGN,棱彩2号武器箱,CZ75 | 做旧手艺,1678320103
2023-03-09 00:01:44,1678320104,SR***-MAGQ,幻彩 3 号武器箱,P250 | 二西莫夫,1678320104
2023-03-09 00:01:45,1678320105,SE***-GQTA,间谍印花胶囊,印花 | 不是机器人,1678320105
2023-03-09 00:01:48,1678320108,AW***-N4XQ,梦魇武器箱,截短霰弹枪 | 灵应牌,1678320108
2023-03-09 00:01:48,1678320108,AV***-S3TE,间谍印花胶囊,印花 | 吊打,1678320108
2023-03-09 00:01:50,1678320110,AF***-Q6BJ,间谍印花胶囊,印花 | 神之投手,1678320110
2023-03-09 00:01:51,1678320111,A8***-CVTJ,间谍印花胶囊,印花 | 神之投手,1678320111
2023-03-09 00:01:52,1678320112,S2***-J9QG,梦魇武器箱,XM1014 | 行尸攻势,1678320112
2023-03-09 00:01:55,1678320115,A3***-XAGN,棱彩2号武器箱,AWP | 毛细血管,1678320115
2023-03-09 00:01:55,1678320115,SK***-GKUG,蛇噬武器箱,M249 | O.S.I.P.R.,1678320115
2023-03-09 00:01:56,1678320116,SE***-GQTA,间谍印花胶囊,印花 | 信手拈刀,1678320116
2023-03-09 00:01:58,1678320118,AV***-S3TE,间谍印花胶囊,印花 | 龟派鸡功,1678320118
2023-03-09 00:01:59,1678320119,AF***-Q6BJ,间谍印花胶囊,印花 | 吊打,1678320119
2023-03-09 00:02:00,1678320120,AW***-N4XQ,梦魇武器箱,截短霰弹枪 | 灵应牌,1678320120
2023-03-09 00:02:00,1678320120,A8***-CVTJ,间谍印花胶囊,印花 | 神之投手,1678320120
2023-03-09 00:02:00,1678320120,S6***-NEHE,变革武器箱,P250 | 重构,1678320120
2023-03-09 00:02:04,1678320124,SR***-MAGQ,幻彩 3 号武器箱,G3SG1 | 橙光冲击,1678320124
2023-03-09 00:02:06,1678320126,A3***-XAGN,棱彩2号武器箱,MP5-SD | 沙漠精英,1678320126
2023-03-09 00:02:07,1678320127,AV***-S3TE,间谍印花胶囊,印花 | 小T快润,1678320127
2023-03-09 00:02:08,1678320128,SR***-MAGQ,幻彩 3 号武器箱,P2000 | 海洋,1678320128
2023-03-09 00:02:08,1678320128,AM***-7YQC,间谍印花胶囊,印花 | 疯狂星期一,1678320128
2023-03-09 00:02:09,1678320129,A8***-CVTJ,间谍印花胶囊,印花 | 疯狂星期一,1678320129
2023-03-09 00:02:09,1678320129,AF***-Q6BJ,间谍印花胶囊,印花 | 小T快润,1678320129
2023-03-09 00:02:11,1678320131,S2***-J9QG,裂空武器箱,P90（StatTrak™） | 集装箱,1678320131
2023-03-09 00:02:11,1678320131,SR***-MAGQ,幻彩 3 号武器箱,MP9 | 生化泄漏,1678320131
2023-03-09 00:02:14,1678320134,SR***-MAGQ,幻彩 3 号武器箱,MP9 | 生化泄漏,1678320134
2023-03-09 00:02:17,1678320137,AM***-7YQC,间谍印花胶囊,印花 | 溜光大道艺人（闪耀）,1678320137
2023-03-09 00:02:18,1678320138,SR***-MAGQ,幻彩 3 号武器箱,截短霰弹枪 | 破铜烂铁,1678320138
2023-03-09 00:02:18,1678320138,A3***-XAGN,棱彩2号武器箱,AUG | 汤姆猫,1678320138
2023-03-09 00:02:19,1678320139,AW***-N4XQ,梦魇武器箱,PP-野牛 | 太空猫,1678320139
2023-03-09 00:02:19,1678320139,AF***-Q6BJ,间谍印花胶囊,印花 | 疯狂星期一,1678320139
2023-03-09 00:02:20,1678320140,A8***-CVTJ,间谍印花胶囊,印花 | 吊打,1678320140
2023-03-09 00:02:20,1678320140,AV***-S3TE,间谍印花胶囊,印花 | 心智碾压（全息）,1678320140
2023-03-09 00:02:25,1678320145,A6***-Q2EG,变革武器箱,MP5-SD | 液化,1678320145
2023-03-09 00:02:26,1678320146,AM***-7YQC,间谍印花胶囊,印花 | 吊打,1678320146
2023-03-09 00:02:27,1678320147,A8***-CVTJ,间谍印花胶囊,印花 | 神之投手,1678320147
2023-03-09 00:02:28,1678320148,AF***-Q6BJ,间谍印花胶囊,印花 | 蛰刺似蝶,1678320148
2023-03-09 00:02:29,1678320149,SW***-SZPG,伽玛武器箱,Tec-9 | 冰冠,1678320149
2023-03-09 00:02:30,1678320150,A3***-XAGN,棱彩2号武器箱,SSG 08 | 浮生如梦,1678320150
2023-03-09 00:02:31,1678320151,A6***-Q2EG,变革武器箱,格洛克 18 型 | 圆影玉兔,1678320151
2023-03-09 00:02:31,1678320151,AW***-N4XQ,梦魇武器箱,MP5-SD | 小小噩梦,1678320151
2023-03-09 00:02:31,1678320151,AM***-7YQC,间谍印花胶囊,印花 | 小T快润,1678320151
2023-03-09 00:02:31,1678320151,AF***-Q6BJ,间谍印花胶囊,印花 | 不是机器人,1678320151
2023-03-09 00:02:32,1678320152,AU***-KPTA,“头号特训”武器箱,AWP | 黑色魅影,1678320152
2023-03-09 00:02:34,1678320154,S2***-A3FG,变革武器箱,格洛克 18 型 | 圆影玉兔,1678320154
2023-03-09 00:02:34,1678320154,AZ***-JMNJ,反冲武器箱,M249 | 闹市区,1678320154
2023-03-09 00:02:34,1678320154,AF***-Q6BJ,间谍印花胶囊,印花 | 吊打,1678320154
2023-03-09 00:02:36,1678320156,A6***-Q2EG,变革武器箱,M4A1 消音型 | 隐伏帝王龙,1678320156
2023-03-09 00:02:36,1678320156,A8***-CVTJ,间谍印花胶囊,印花 | 360度盲狙,1678320156
2023-03-09 00:02:37,1678320157,AM***-7YQC,间谍印花胶囊,印花 | 信手拈刀,1678320157
2023-03-09 00:02:41,1678320161,A6***-Q2EG,变革武器箱,P250（StatTrak™） | 重构,1678320161
2023-03-09 00:02:42,1678320162,S2***-A3FG,变革武器箱,P250 | 重构,1678320162
2023-03-09 00:02:43,1678320163,A3***-XAGN,棱彩2号武器箱,AWP | 毛细血管,1678320163
2023-03-09 00:02:44,1678320164,A8***-CVTJ,间谍印花胶囊,印花 | 大力雷手,1678320164
2023-03-09 00:02:45,1678320165,A6***-Q2EG,变革武器箱,Tec-9 | 叛逆,1678320165
2023-03-09 00:02:49,1678320169,AV***-S3TE,间谍印花胶囊,印花 | 闪电猫,1678320169
2023-03-09 00:02:49,1678320169,A6***-Q2EG,变革武器箱,SG 553 | 赛博之力,1678320169
2023-03-09 00:02:50,1678320170,AZ***-JMNJ,反冲武器箱,格洛克 18 型 | 冬季战术,1678320170
2023-03-09 00:02:52,1678320172,A7***-TCSN,蛇噬武器箱,UMP-45 | 动摇,1678320172
2023-03-09 00:02:52,1678320172,A8***-CVTJ,间谍印花胶囊,印花 | 蛰刺似蝶,1678320172
2023-03-09 00:02:53,1678320173,A3***-XAGN,棱彩2号武器箱,MP5-SD | 沙漠精英,1678320173
2023-03-09 00:02:53,1678320173,AM***-7YQC,间谍印花胶囊,印花 | 飘雪（闪耀）,1678320173
2023-03-09 00:02:54,1678320174,A6***-Q2EG,变革武器箱,R8 左轮手枪 | 蕉农炮,1678320174
2023-03-09 00:02:56,1678320176,S2***-A3FG,变革武器箱,MAG-7 | 鱼长梦短,1678320176
2023-03-09 00:02:57,1678320177,AV***-S3TE,间谍印花胶囊,印花 | 360度盲狙,1678320177
2023-03-09 00:02:57,1678320177,SH***-9PRC,梦魇武器箱,MP5-SD | 小小噩梦,1678320177
2023-03-09 00:02:58,1678320178,AM***-7YQC,间谍印花胶囊,印花 | 无限三角（全息）,1678320178
2023-03-09 00:03:01,1678320181,A8***-CVTJ,间谍印花胶囊,印花 | 心智碾压（全息）,1678320181
2023-03-09 00:03:02,1678320182,AZ***-JMNJ,反冲武器箱,格洛克 18 型 | 冬季战术,1678320182
2023-03-09 00:03:03,1678320183,SH***-LQZN,梦魇武器箱,P2000 | 升天,1678320183
2023-03-09 00:03:06,1678320186,A3***-XAGN,棱彩2号武器箱,内格夫 | 原型机,1678320186
2023-03-09 00:03:06,1678320186,AV***-S3TE,间谍印花胶囊,印花 | 大力雷手,1678320186
2023-03-09 00:03:07,1678320187,SH***-9PRC,梦魇武器箱,SCAR-20（StatTrak™） | 暗夜活死鸡,1678320187
2023-03-09 00:03:10,1678320190,A8***-CVTJ,间谍印花胶囊,印花 | 6,1678320190
2023-03-09 00:03:11,1678320191,S5***-7PTG,反冲武器箱,内格夫 | 丢把枪,1678320191
2023-03-09 00:03:13,1678320193,ST***-S3SJ,变革武器箱,P250 | 重构,1678320193
2023-03-09 00:03:14,1678320194,S2***-A3FG,变革武器箱,R8 左轮手枪 | 蕉农炮,1678320194
2023-03-09 00:03:14,1678320194,AV***-S3TE,间谍印花胶囊,印花 | 6,1678320194
2023-03-09 00:03:16,1678320196,A3***-XAGN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1678320196
2023-03-09 00:03:20,1678320200,AM***-7YQC,间谍印花胶囊,印花 | 360度盲狙,1678320200
2023-03-09 00:03:24,1678320204,S5***-7PTG,反冲武器箱,M4A4（StatTrak™） | 透明弹匣,1678320204
2023-03-09 00:03:24,1678320204,SV***-YBNG,“头号特训”武器箱,UMP-45 | 动量,1678320204
2023-03-09 00:03:26,1678320206,SH***-LQZN,梦魇武器箱,MP5-SD | 小小噩梦,1678320206
2023-03-09 00:03:27,1678320207,S2***-A3FG,变革武器箱,P2000（StatTrak™） | 变态杀戮,1678320207
2023-03-09 00:03:29,1678320209,AM***-7YQC,间谍印花胶囊,印花 | 龟派鸡功,1678320209
2023-03-09 00:03:30,1678320210,A3***-XAGN,棱彩2号武器箱,SCAR-20 | 执行者,1678320210
2023-03-09 00:03:37,1678320217,AM***-7YQC,间谍印花胶囊,印花 | 心智碾压（全息）,1678320217
2023-03-09 00:03:44,1678320224,A3***-XAGN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1678320224
2023-03-09 00:03:45,1678320225,AB***-NPFJ,蛇噬武器箱,格洛克 18 型 | 一目了然,1678320225
2023-03-09 00:03:49,1678320229,SV***-YBNG,“头号特训”武器箱,USP 消音版 | 闪回,1678320229
2023-03-09 00:03:50,1678320230,A7***-TCSN,裂空武器箱,PP-野牛 | 神秘碑文,1678320230
2023-03-09 00:03:50,1678320230,S2***-A3FG,变革武器箱,MP9 | 羽量级,1678320230
2023-03-09 00:03:54,1678320234,A3***-XAGN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1678320234
2023-03-09 00:03:55,1678320235,SH***-LQZN,梦魇武器箱,MAC-10 | 坐牢,1678320235
2023-03-09 00:03:58,1678320238,AB***-NPFJ,蛇噬武器箱,R8 左轮手枪 | 废物王,1678320238
2023-03-09 00:04:03,1678320243,S2***-A3FG,变革武器箱,MP5-SD（StatTrak™） | 液化,1678320243
2023-03-09 00:04:04,1678320244,A3***-XAGN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1678320244
2023-03-09 00:04:10,1678320250,AU***-KPTA,“头号特训”武器箱,M4A4 | 镁元素,1678320250
2023-03-09 00:04:13,1678320253,AB***-NPFJ,蛇噬武器箱,MAC-10 | 战争手柄,1678320253
2023-03-09 00:04:15,1678320255,A3***-XAGN,棱彩2号武器箱,内格夫 | 原型机,1678320255
2023-03-09 00:04:15,1678320255,AB***-NPFJ,蛇噬武器箱,格洛克 18 型 | 一目了然,1678320255
2023-03-09 00:04:16,1678320256,S2***-A3FG,变革武器箱,P90 | 元女王,1678320256
2023-03-09 00:04:18,1678320258,AB***-NPFJ,蛇噬武器箱,新星 | 随风,1678320258
2023-03-09 00:04:21,1678320261,AB***-NPFJ,蛇噬武器箱,R8 左轮手枪（StatTrak™） | 废物王,1678320261
2023-03-09 00:04:23,1678320263,SN***-VVNQ,“头号特训”武器箱,SG 553 | 危险距离,1678320263
2023-03-09 00:04:24,1678320264,AU***-KPTA,“头号特训”武器箱,沙漠之鹰 | 机械工业,1678320264
2023-03-09 00:04:24,1678320264,AB***-NPFJ,蛇噬武器箱,内格夫 | 橙灰之名,1678320264
2023-03-09 00:04:24,1678320264,AZ***-JMNJ,裂空武器箱,加利尔 AR | 凤凰商号,1678320264
2023-03-09 00:04:25,1678320265,A3***-XAGN,棱彩2号武器箱,内格夫 | 原型机,1678320265
2023-03-09 00:04:28,1678320268,AB***-NPFJ,蛇噬武器箱,新星 | 随风,1678320268
2023-03-09 00:04:28,1678320268,AL***-JRPE,梦魇武器箱,FN57 | 涂鸦潦草,1678320268
2023-03-09 00:04:29,1678320269,S6***-2TNC,变革武器箱,SCAR-20 | 碎片,1678320269
2023-03-09 00:04:29,1678320269,S2***-A3FG,变革武器箱,P250（StatTrak™） | 重构,1678320269
2023-03-09 00:04:30,1678320270,AB***-NPFJ,蛇噬武器箱,MAC-10 | 战争手柄,1678320270
2023-03-09 00:04:33,1678320273,AB***-NPFJ,蛇噬武器箱,R8 左轮手枪 | 废物王,1678320273
2023-03-09 00:04:35,1678320275,AB***-NPFJ,蛇噬武器箱,格洛克 18 型 | 一目了然,1678320275
2023-03-09 00:04:36,1678320276,SX***-LSYQ,间谍印花胶囊,印花 | 不是机器人,1678320276
2023-03-09 00:04:38,1678320278,AB***-NPFJ,蛇噬武器箱,CZ75 | 短趾雕,1678320278
2023-03-09 00:04:38,1678320278,SV***-YBNG,“头号特训”武器箱,Tec-9 | 破铜烂铁,1678320278
2023-03-09 00:04:39,1678320279,AF***-Q6BJ,棱彩2号武器箱,MP5-SD | 沙漠精英,1678320279
2023-03-09 00:04:40,1678320280,AB***-NPFJ,蛇噬武器箱,内格夫 | 橙灰之名,1678320280
2023-03-09 00:04:42,1678320282,S2***-A3FG,变革武器箱,SG 553 | 赛博之力,1678320282
2023-03-09 00:04:43,1678320283,AB***-NPFJ,蛇噬武器箱,新星 | 随风,1678320283
2023-03-09 00:04:43,1678320283,ST***-RPRN,光谱 2 号武器箱,截短霰弹枪 | 夜百合,1678320283
2023-03-09 00:04:44,1678320284,AU***-KPTA,“头号特训”武器箱,截短霰弹枪 | 黑砂,1678320284
2023-03-09 00:04:45,1678320285,AB***-NPFJ,蛇噬武器箱,CZ75 | 短趾雕,1678320285
