2023-02-12 00:00:00,1676160000,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | MOUZ | 2022年里约热内卢锦标赛,1676160000.1
2023-02-12 00:00:00,1676160000,AM***-Q6QJ,2022年安特卫普锦标赛挑战组印花胶囊,印花 | G2 Esports（闪耀）| 2022年安特卫普锦标赛,1676160000
2023-02-12 00:00:01,1676160001,AY***-VATG,伽玛 2 号武器箱,内格夫 | 眩目,1676160001
2023-02-12 00:00:02,1676160002,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | BIG | 2022年里约热内卢锦标赛,1676160002
2023-02-12 00:00:03,1676160003,A6***-TBHN,棱彩2号武器箱,R8 左轮手枪 | 骸骨锻造,1676160003
2023-02-12 00:00:06,1676160006,S7***-ZMEQ,裂空武器箱,SG 553 | 锈蚀之刃,1676160006
2023-02-12 00:00:07,1676160007,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Bad News Eagles | 2022年里约热内卢锦标赛,1676160007
2023-02-12 00:00:07,1676160007,AD***-7YPG,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | 00 Nation | 2022年里约热内卢锦标赛,1676160007
2023-02-12 00:00:08,1676160008,AZ***-58PL,裂空武器箱,P90 | 集装箱,1676160008
2023-02-12 00:00:08,1676160008,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Vitality（闪耀）| 2022年里约热内卢锦标赛,1676160008
2023-02-12 00:00:08,1676160008,AK***-HWDC,梦魇武器箱,MP5-SD | 小小噩梦,1676160008
2023-02-12 00:00:09,1676160009,AG***-PDEA,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Bad News Eagles | 2022年里约热内卢锦标赛,1676160009
2023-02-12 00:00:09,1676160009,A6***-TBHN,棱彩2号武器箱,AUG | 汤姆猫,1676160009
2023-02-12 00:00:09,1676160009,AM***-Q6QJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160009
2023-02-12 00:00:10,1676160010,AC***-HBTL,2022年里约热内卢锦标赛传奇组亲笔签名胶囊,印花 | NAF | 2022年里约热内卢锦标赛,1676160010
2023-02-12 00:00:10,1676160010,AP***-GEHL,命悬一线武器箱,MP9 | 黑砂,1676160010
2023-02-12 00:00:10,1676160010,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Evil Geniuses（闪耀）| 2022年里约热内卢锦标赛,1676160010
2023-02-12 00:00:10,1676160010,AW***-82NC,反恐精英涂鸦箱,封装的涂鸦 | 瞄准头颅,1676160010
2023-02-12 00:00:11,1676160011,AT***-PVHA,梦魇武器箱,MAG-7 | 先见之明,1676160011
2023-02-12 00:00:12,1676160012,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160012
2023-02-12 00:00:14,1676160014,S8***-Z3SC,2022年里约热内卢锦标赛炙热沙城 II 纪念包,P250（纪念品） | 潜藏者,1676160014
2023-02-12 00:00:14,1676160014,A6***-TBHN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1676160014
2023-02-12 00:00:14,1676160014,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Vitality | 2022年里约热内卢锦标赛,1676160014
2023-02-12 00:00:15,1676160015,AP***-GEHL,命悬一线武器箱,P2000（StatTrak™） | 都市危机,1676160015
2023-02-12 00:00:15,1676160015,AM***-Q6QJ,2022年安特卫普锦标赛挑战组印花胶囊,印花 | Imperial Esports（闪耀）| 2022年安特卫普锦标赛,1676160015
2023-02-12 00:00:16,1676160016,SV***-LBVL,Espionage Sticker Capsule,印花 | Not A Bot,1676160016
2023-02-12 00:00:17,1676160017,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160017
2023-02-12 00:00:17,1676160017,AD***-7YPG,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | MOUZ | 2022年里约热内卢锦标赛,1676160017
2023-02-12 00:00:18,1676160018,S7***-ZMEQ,裂空武器箱,SSG 08 | 主机001,1676160018
2023-02-12 00:00:19,1676160019,S4***-6STA,反冲武器箱,内格夫 | 丢把枪,1676160019
2023-02-12 00:00:20,1676160020,A6***-TBHN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1676160020
2023-02-12 00:00:20,1676160020,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Bad News Eagles | 2022年里约热内卢锦标赛,1676160020
2023-02-12 00:00:20,1676160020,AG***-PDEA,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | MOUZ | 2022年里约热内卢锦标赛,1676160020
2023-02-12 00:00:20,1676160020,AP***-GEHL,命悬一线武器箱,AUG | 湖怪鸟,1676160020
2023-02-12 00:00:20,1676160020,A7***-J4FJ,命悬一线武器箱,FN57 | 焰色反应,1676160020
2023-02-12 00:00:21,1676160021,AY***-VATG,幻彩 2 号武器箱,MP7 | 装甲核心,1676160021
2023-02-12 00:00:22,1676160022,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Cloud9 | 2022年里约热内卢锦标赛,1676160022
2023-02-12 00:00:23,1676160023,AV***-HJUG,引爆器音乐盒集,音乐盒 | Juelz - 神枪手,1676160023
2023-02-12 00:00:23,1676160023,AC***-HBTL,2022年里约热内卢锦标赛传奇组亲笔签名胶囊,印花 | S1ren | 2022年里约热内卢锦标赛,1676160023
2023-02-12 00:00:23,1676160023,AZ***-58PL,裂空武器箱,PP-野牛 | 神秘碑文,1676160023
2023-02-12 00:00:24,1676160024,SV***-LBVL,Espionage Sticker Capsule,印花 | Spectators,1676160024
2023-02-12 00:00:24,1676160024,AT***-PVHA,梦魇武器箱,FN57 | 涂鸦潦草,1676160024
2023-02-12 00:00:25,1676160025,SZ***-NVVL,反冲武器箱,M4A4 | 透明弹匣,1676160025
2023-02-12 00:00:25,1676160025,AP***-GEHL,命悬一线武器箱,XM1014 | 锈蚀烈焰,1676160025
2023-02-12 00:00:25,1676160025,A6***-TBHN,棱彩2号武器箱,MP5-SD | 沙漠精英,1676160025
2023-02-12 00:00:27,1676160027,SV***-LBVL,Espionage Sticker Capsule,印花 | Batter Up,1676160027
2023-02-12 00:00:27,1676160027,AD***-7YPG,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | IEM（闪耀）| 2022年里约热内卢锦标赛,1676160027
2023-02-12 00:00:31,1676160031,S7***-ZMEQ,裂空武器箱,P250 | 卡带,1676160031
2023-02-12 00:00:31,1676160031,A6***-TBHN,棱彩2号武器箱,AUG | 汤姆猫,1676160031
2023-02-12 00:00:31,1676160031,AG***-PDEA,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | 9z Team | 2022年里约热内卢锦标赛,1676160031
2023-02-12 00:00:31,1676160031,AP***-GEHL,命悬一线武器箱,MP9 | 黑砂,1676160031
2023-02-12 00:00:31,1676160031,SN***-8LTJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Vitality | 2022年里约热内卢锦标赛,1676160031
2023-02-12 00:00:32,1676160032,SV***-LBVL,Espionage Sticker Capsule,印花 | Sting Like A Butterly,1676160032
2023-02-12 00:00:32,1676160032,AK***-HWDC,反冲武器箱,法玛斯 | 喵喵36,1676160032
2023-02-12 00:00:34,1676160034,SA***-5HNJ,2022年里约热内卢锦标赛冠军亲笔签名胶囊,印花 | qikert（冠军）| 2022年里约热内卢锦标赛,1676160034
2023-02-12 00:00:34,1676160034,AM***-Q6QJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | OG | 2022年里约热内卢锦标赛,1676160034
2023-02-12 00:00:35,1676160035,AV***-4TRA,Revolution Case,MP9 | Featherweight,1676160035
2023-02-12 00:00:36,1676160036,A6***-TBHN,棱彩2号武器箱,沙漠之鹰 | 蓝色层压板,1676160036
2023-02-12 00:00:36,1676160036,AA***-U3EE,光谱武器箱,MP7 | 非洲部落,1676160036
2023-02-12 00:00:36,1676160036,AY***-VATG,幻彩 2 号武器箱,沙漠之鹰 | 青铜装饰,1676160036
2023-02-12 00:00:36,1676160036,AT***-PVHA,梦魇武器箱,MAG-7 | 先见之明,1676160036
2023-02-12 00:00:37,1676160037,AD***-7YPG,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | FURIA | 2022年里约热内卢锦标赛,1676160037
2023-02-12 00:00:38,1676160038,AP***-GEHL,命悬一线武器箱,MAG-7 | SWAG-7,1676160038
2023-02-12 00:00:39,1676160039,AY***-UMFJ,反冲武器箱,SG 553 | 青龙,1676160039
2023-02-12 00:00:41,1676160041,AM***-Q6QJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Bad News Eagles | 2022年里约热内卢锦标赛,1676160041
2023-02-12 00:00:42,1676160042,AQ***-NJSL,《半衰期：爱莉克斯》印花胶囊,印花 | 弗地岗人画家,1676160042
2023-02-12 00:00:42,1676160042,A6***-TBHN,棱彩2号武器箱,SSG 08 | 浮生如梦,1676160042
2023-02-12 00:00:43,1676160043,A7***-J4FJ,命悬一线武器箱,格洛克 18 型 | 城里的月光,1676160043
2023-02-12 00:00:43,1676160043,AC***-HBTL,2022年里约热内卢锦标赛传奇组亲笔签名胶囊,印花 | hampus（闪耀）| 2022年里约热内卢锦标赛,1676160043
2023-02-12 00:00:43,1676160043,S7***-ZMEQ,裂空武器箱,PP-野牛 | 神秘碑文,1676160043
2023-02-12 00:00:43,1676160043,AG***-PDEA,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | BIG | 2022年里约热内卢锦标赛,1676160043
2023-02-12 00:00:44,1676160044,AP***-GEHL,命悬一线武器箱,内格夫 | 狮子鱼,1676160044
2023-02-12 00:00:46,1676160046,SN***-8LTJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | BIG | 2022年里约热内卢锦标赛,1676160046
2023-02-12 00:00:47,1676160047,AD***-7YPG,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160047
2023-02-12 00:00:49,1676160049,AP***-GEHL,命悬一线武器箱,SG 553 | 阿罗哈,1676160049
2023-02-12 00:00:49,1676160049,AM***-Q6QJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Vitality | 2022年里约热内卢锦标赛,1676160049
2023-02-12 00:00:50,1676160050,AA***-U3EE,光谱武器箱,MP7 | 非洲部落,1676160050
2023-02-12 00:00:50,1676160050,A6***-TBHN,棱彩2号武器箱,SCAR-20 | 执行者,1676160050
2023-02-12 00:00:50,1676160050,AW***-82NC,反恐精英涂鸦箱,封装的涂鸦 | 鹰翼,1676160050
2023-02-12 00:00:51,1676160051,AT***-PVHA,梦魇武器箱,SCAR-20 | 暗夜活死鸡,1676160051
2023-02-12 00:00:54,1676160054,AY***-VATG,幻彩 2 号武器箱,AK-47（StatTrak™） | 精英之作,1676160054
2023-02-12 00:00:54,1676160054,AP***-GEHL,命悬一线武器箱,MP9 | 黑砂,1676160054
2023-02-12 00:00:54,1676160054,SA***-5HNJ,2022年里约热内卢锦标赛冠军亲笔签名胶囊,印花 | FL1T（冠军）| 2022年里约热内卢锦标赛,1676160054
2023-02-12 00:00:55,1676160055,AG***-PDEA,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | 9z Team | 2022年里约热内卢锦标赛,1676160055
2023-02-12 00:00:55,1676160055,AD***-7YPG,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Cloud9 | 2022年里约热内卢锦标赛,1676160055
2023-02-12 00:00:55,1676160055,A6***-TBHN,棱彩2号武器箱,SCAR-20 | 执行者,1676160055
2023-02-12 00:00:55,1676160055,AM***-Q6QJ,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | Vitality（金色）| 2022年里约热内卢锦标赛,1676160055
2023-02-12 00:00:56,1676160056,S7***-ZMEQ,裂空武器箱,MP5-SD | 猛烈冲锋,1676160056
2023-02-12 00:00:56,1676160056,A7***-J4FJ,命悬一线武器箱,FN57 | 焰色反应,1676160056
2023-02-12 00:00:00,1676160000,SN***-MGPC,2022年里约热内卢锦标赛挑战组印花胶囊,印花 | MOUZ | 2022年里约热内卢锦标赛,1676160000
2023-02-12 00:08:49,1676160529,AV***-HJUG,2022年里约热内卢锦标赛挑战组亲笔签名胶囊,印花 | NEOFRAG | 2022年里约热内卢锦标赛,1676160529
2023-02-12 00:08:49,1676160529,AP***-GEHL,命悬一线武器箱,SG 553 | 阿罗哈,1676160529
2023-02-12 00:08:51,1676160531,S3***-3KPL,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160531
2023-02-12 00:08:52,1676160532,AC***-HBTL,蛇噬武器箱,UMP-45 | 动摇,1676160532
2023-02-12 00:08:53,1676160533,S5***-MUNE,命悬一线武器箱,MP9 | 黑砂,1676160533
2023-02-12 00:08:53,1676160533,A3***-WCXL,2022年安特卫普锦标赛冠军亲笔签名胶囊,印花 | karrigan（冠军） | 2022年安特卫普锦标赛,1676160533
2023-02-12 00:08:53,1676160533,SD***-BSHE,蛇噬武器箱,M249 | O.S.I.P.R.,1676160533
2023-02-12 00:08:54,1676160534,AQ***-LJPE,反冲武器箱,法玛斯（StatTrak™） | 喵喵36,1676160534
2023-02-12 00:08:55,1676160535,SL***-V4GE,梦魇武器箱,MP5-SD | 小小噩梦,1676160535
2023-02-12 00:08:57,1676160537,S5***-MUNE,命悬一线武器箱,R8 左轮手枪（StatTrak™） | 稳,1676160537
2023-02-12 00:08:57,1676160537,AZ***-7XVA,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | Outsiders | 2022年里约热内卢锦标赛,1676160537
2023-02-12 00:08:58,1676160538,AC***-HBTL,蛇噬武器箱,R8 左轮手枪（StatTrak™） | 废物王,1676160538
2023-02-12 00:08:59,1676160539,AA***-U3EE,光谱武器箱,M249 | 翠绿箭毒蛙,1676160539
2023-02-12 00:09:01,1676160541,AV***-HJUG,2022年里约热内卢锦标赛挑战组亲笔签名胶囊,印花 | apEX | 2022年里约热内卢锦标赛,1676160541
2023-02-12 00:09:01,1676160541,S7***-ZMEQ,裂空武器箱,MP5-SD | 猛烈冲锋,1676160541
2023-02-12 00:09:01,1676160541,S5***-UMFN,幻彩 2 号武器箱,MP7 | 装甲核心,1676160541
2023-02-12 00:09:03,1676160543,AC***-HBTL,蛇噬武器箱,MP9 | 爆裂食物链,1676160543
2023-02-12 00:09:04,1676160544,SG***-VEWL,左轮武器箱,SG 553 | 豹灯蛾,1676160544
2023-02-12 00:09:05,1676160545,S3***-3KPL,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160545
2023-02-12 00:09:06,1676160546,AP***-ZXUJ,“激流大行动”武器箱,双持贝瑞塔 | 胶面花纹,1676160546
2023-02-12 00:09:06,1676160546,AQ***-LJPE,反冲武器箱,法玛斯 | 喵喵36,1676160546
2023-02-12 00:09:07,1676160547,AZ***-7XVA,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | IHC Esports | 2022年里约热内卢锦标赛,1676160547
2023-02-12 00:09:08,1676160548,SL***-V4GE,梦魇武器箱,MAG-7 | 先见之明,1676160548
2023-02-12 00:09:08,1676160548,AC***-HBTL,蛇噬武器箱,CZ75 | 短趾雕,1676160548
2023-02-12 00:09:09,1676160549,SG***-Y7VQ,2022年安特卫普锦标赛冠军亲笔签名胶囊,印花 | broky（冠军） | 2022年安特卫普锦标赛,1676160549
2023-02-12 00:09:10,1676160550,S5***-MUNE,命悬一线武器箱,SG 553 | 阿罗哈,1676160550
2023-02-12 00:09:11,1676160551,AA***-U3EE,光谱武器箱,SCAR-20 | 蓝图,1676160551
2023-02-12 00:09:12,1676160552,AV***-HJUG,2022年里约热内卢锦标赛挑战组亲笔签名胶囊,印花 | CeRq | 2022年里约热内卢锦标赛,1676160552
2023-02-12 00:09:13,1676160553,S7***-ZMEQ,裂空武器箱,内格夫 | 飞羽,1676160553
2023-02-12 00:09:14,1676160554,AC***-HBTL,蛇噬武器箱,UMP-45 | 动摇,1676160554
2023-02-12 00:09:14,1676160554,AH***-GFFN,命悬一线武器箱,PP-野牛（StatTrak™） | 黑夜暴乱,1676160554
2023-02-12 00:09:14,1676160554,SD***-BSHE,蛇噬武器箱,R8 左轮手枪 | 废物王,1676160554
2023-02-12 00:09:15,1676160555,AZ***-7XVA,2022年里约热内卢锦标赛竞争组印花胶囊,印花 | IEM | 2022年里约热内卢锦标赛,1676160555
2023-02-12 00:09:15,1676160555,S5***-MUNE,命悬一线武器箱,MAG-7 | SWAG-7,1676160555
2023-02-12 00:09:18,1676160558,SG***-VEWL,左轮武器箱,FN57 | 朝枪夕拾,1676160558
2023-02-12 00:09:19,1676160559,SF***-DPTG,命悬一线武器箱,新星 | 狂野六号,1676160559
2023-02-12 00:09:19,1676160559,AC***-HBTL,蛇噬武器箱,UMP-45 | 动摇,1676160559
2023-02-12 00:09:20,1676160560,S5***-MUNE,命悬一线武器箱,裹手（★） | 钴蓝骷髅,1676160560
2023-02-12 00:09:20,1676160560,SL***-V4GE,梦魇武器箱,FN57 | 涂鸦潦草,1676160560
2023-02-12 00:09:20,1676160560,AQ***-LJPE,反冲武器箱,P250 | 迷人幻象,1676160560
2023-02-12 00:09:20,1676160560,SG***-Y7VQ,2022年安特卫普锦标赛传奇组亲笔签名胶囊,印花 | tabseN | 2022年安特卫普锦标赛,1676160560
2023-02-12 00:09:21,1676160561,AP***-GEHL,命悬一线武器箱,XM1014 | 锈蚀烈焰,1676160561
2023-02-12 00:09:22,1676160562,AX***-VLCG,反冲武器箱,M4A4 | 透明弹匣,1676160562
2023-02-12 00:09:22,1676160562,SZ***-H3WN,“突围大行动”武器箱,内格夫 | 沙漠精英,1676160562
2023-02-12 00:09:23,1676160563,AV***-HJUG,2022年里约热内卢锦标赛挑战组亲笔签名胶囊,印花 | juanflatroo（闪耀） | 2022年里约热内卢锦标赛,1676160563
2023-02-12 00:09:24,1676160564,AA***-U3EE,光谱武器箱,沙漠之鹰 | 锈蚀烈焰,1676160564
2023-02-12 00:09:24,1676160564,AC***-RLXG,反冲武器箱,格洛克 18 型 | 冬季战术,1676160564
2023-02-12 00:09:24,1676160564,AC***-HBTL,蛇噬武器箱,SG 553 | 重金属摇滚,1676160564
2023-02-12 00:09:24,1676160564,A6***-TJNA,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1676160564
2023-02-12 00:09:25,1676160565,S5***-MUNE,命悬一线武器箱,PP-野牛 | 黑夜暴乱,1676160565
2023-02-12 00:09:26,1676160566,S7***-ZMEQ,裂空武器箱,SSG 08 | 主机001,1676160566
2023-02-12 00:09:26,1676160566,SJ***-KNEL,命悬一线武器箱,P2000 | 都市危机,1676160566
2023-02-12 00:09:26,1676160566,AP***-GEHL,命悬一线武器箱,SG 553 | 阿罗哈,1676160566
2023-02-12 00:09:27,1676160567,A3***-WCXL,2022年安特卫普锦标赛冠军亲笔签名胶囊,印花 | broky（冠军） | 2022年安特卫普锦标赛,1676160567
2023-02-12 00:09:27,1676160567,SQ***-W3GJ,Espionage Sticker Capsule,印花 | Knife's Edge,1676160567
2023-02-12 00:09:29,1676160569,S5***-MUNE,命悬一线武器箱,MAG-7 | SWAG-7,1676160569
2023-02-12 00:09:29,1676160569,AC***-HBTL,蛇噬武器箱,SG 553 | 重金属摇滚,1676160569
2023-02-12 00:09:30,1676160570,SZ***-N9HQ,光谱 2 号武器箱,MAC-10 | 海洋,1676160570
2023-02-12 00:09:30,1676160570,AT***-YVHG,裂空武器箱,SG 553 | 锈蚀之刃,1676160570
2023-02-12 00:09:32,1676160572,AD***-XWGL,光谱武器箱,CZ75 | 相柳,1676160572
2023-02-12 00:09:33,1676160573,SL***-V4GE,梦魇武器箱,P2000 | 升天,1676160573
2023-02-12 00:09:33,1676160573,SG***-VEWL,左轮武器箱,SG 553 | 豹灯蛾,1676160573
2023-02-12 00:09:34,1676160574,AV***-HJUG,2022年里约热内卢锦标赛挑战组亲笔签名胶囊,印花 | gxx- | 2022年里约热内卢锦标赛,1676160574
2023-02-12 00:09:34,1676160574,SD***-BSHE,蛇噬武器箱,SG 553 | 重金属摇滚,1676160574
2023-02-12 00:09:34,1676160574,AP***-GEHL,命悬一线武器箱,AUG | 湖怪鸟,1676160574
2023-02-12 00:09:34,1676160574,S5***-MUNE,命悬一线武器箱,FN57 | 焰色反应,1676160574
2023-02-12 00:09:34,1676160574,SJ***-KNEL,命悬一线武器箱,P2000 | 都市危机,1676160574
2023-02-12 00:09:34,1676160574,AC***-HBTL,蛇噬武器箱,SG 553 | 重金属摇滚,1676160574
2023-02-12 00:09:36,1676160576,AC***-RLXG,反冲武器箱,格洛克 18 型 | 冬季战术,1676160576
