datetime,timestamp,user,src,out,time
2023-07-11 00:00:00,1689033600,S4***-FCGQ,2023年巴黎锦标赛竞争组印花胶囊,印花 | Grayhound Gaming | 2023年巴黎锦标赛,1689033600
2023-07-11 00:00:00,1689033600,A3***-JSPQ,2023年巴黎锦标赛竞争组印花胶囊,印花 | The MongolZ | 2023年巴黎锦标赛,1689033600
2023-07-11 00:00:00,1689033600,AL***-K7GG,2023年巴黎锦标赛挑战组印花胶囊,印花 | OG | 2023年巴黎锦标赛,1689033600
2023-07-11 00:00:01,1689033601,AR***-SGGC,2023年巴黎锦标赛竞争组印花胶囊,印花 | The MongolZ | 2023年巴黎锦标赛,1689033601
2023-07-11 00:00:01,1689033601,AE***-MKEG,2023年巴黎锦标赛传奇组亲笔签名胶囊,印花 | Goofy（闪耀）| 2023年巴黎锦标赛,1689033601
2023-07-11 00:00:02,1689033602,SE***-64NJ,棱彩武器箱,加利尔 AR | 战吼斑纹,1689033602
2023-07-11 00:00:03,1689033603,SG***-S8GL,命悬一线武器箱,P2000（StatTrak™） | 都市危机,1689033603
2023-07-11 00:00:03,1689033603,AC***-2GRL,2023年巴黎锦标赛挑战组亲笔签名胶囊,印花 | zorte（闪耀）| 2023年巴黎锦标赛,1689033603
2023-07-11 00:00:04,1689033604,S7***-F8VA,2023年巴黎锦标赛竞争组印花胶囊,印花 | MOUZ | 2023年巴黎锦标赛,1689033604
2023-07-11 00:00:04,1689033604,SB***-V2ZN,2023年巴黎锦标赛传奇组印花胶囊,印花 | Heroic | 2023年巴黎锦标赛,1689033604
2023-07-11 00:00:04,1689033604,A2***-RPZC,反恐精英20周年武器箱,格洛克 18 型（StatTrak™） | 烈焰天使,1689033604
2023-07-11 00:00:05,1689033605,SW***-2RSA,阿努比斯收藏包,MP7 | 赤地,1689033605
2023-07-11 00:00:05,1689033605,AQ***-R9NE,2023年巴黎锦标赛传奇组亲笔签名胶囊,印花 | saffee | 2023年巴黎锦标赛,1689033605
2023-07-11 00:00:07,1689033607,AQ***-R9NE,2023年巴黎锦标赛传奇组亲笔签名胶囊,印花 | Cypher | 2023年巴黎锦标赛,1689033607
2023-07-11 00:00:07,1689033607,AV***-P6YE,2023年巴黎锦标赛传奇组印花胶囊,印花 | Vitality | 2023年巴黎锦标赛,1689033607
2023-07-11 00:00:08,1689033608,AL***-K7GG,2023年巴黎锦标赛挑战组印花胶囊,印花 | OG | 2023年巴黎锦标赛,1689033608
2023-07-11 00:00:08,1689033608,SB***-YUGN,2023年巴黎锦标赛竞争组印花胶囊,印花 | The MongolZ | 2023年巴黎锦标赛,1689033608
2023-07-11 00:00:08,1689033608,AE***-MKEG,2023年巴黎锦标赛传奇组亲笔签名胶囊,印花 | jabbi（全息）| 2023年巴黎锦标赛,1689033608
2023-07-11 00:00:08,1689033608,SU***-LDUE,2023年巴黎锦标赛竞争组印花胶囊,印花 | Complexity Gaming（闪耀）| 2023年巴黎锦标赛,1689033608
2023-07-11 00:00:08,1689033608,S4***-FCGQ,2023年巴黎锦标赛竞争组印花胶囊,印花 | Team Liquid | 2023年巴黎锦标赛,1689033608
2023-07-11 00:00:09,1689033609,AQ***-R9NE,2023年巴黎锦标赛传奇组亲笔签名胶囊,印花 | KEi（闪耀）| 2023年巴黎锦标赛,1689033609
2023-07-11 00:00:09,1689033609,AF***-TRYJ,蛇噬武器箱,沙漠之鹰 | 后发制人,1689033609
2023-07-11 00:00:09,1689033609,SV***-L6WL,幻彩 3 号武器箱,M249 | 鬼影,1689033609
