datetime,timestamp,user,src,out,time
2020-09-02 00:01:47,1599004907,360285,命悬—线武器箱,MP9 | 黑砂,1599004907
2020-09-02 00:01:46,1599004906,335455,地平线武器箱,G3SG1 | 公海,1599004906
2020-09-02 00:01:45,1599004905,360285,命悬—线武器箱,内格夫（StatTrak™） | 狮子鱼,1599004905
2020-09-02 00:01:44,1599004904,352797,命悬—线武器箱,MP9 | 黑砂,1599004904
2020-09-02 00:01:42,1599004902,360285,命悬—线武器箱,MAG-7 | SWAG-7,1599004902
2020-09-02 00:01:41,1599004901,299489,反恐精英20周年武器箱,MAC-10 | 板条箱,1599004901
2020-09-02 00:01:41,1599004901,335455,地平线武器箱,P90 | 牵引力,1599004901
2020-09-02 00:01:40,1599004900,360285,命悬—线武器箱,MP9 | 黑砂,1599004900
2020-09-02 00:01:38,1599004898,360285,命悬—线武器箱,FN57 | 焰色反应,1599004898
2020-09-02 00:01:38,1599004898,335455,地平线武器箱,双持贝瑞塔 | 碎片,1599004898
2020-09-02 00:01:37,1599004897,140751,命悬—线武器箱,XM1014 | 锈蚀烈焰,1599004897
2020-09-02 00:01:36,1599004896,360285,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599004896
2020-09-02 00:01:35,1599004895,335455,地平线武器箱,Tec-9 | 蛇-9,1599004895
2020-09-02 00:01:32,1599004892,352797,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599004892
2020-09-02 00:01:32,1599004892,335455,地平线武器箱,双持贝瑞塔 | 碎片,1599004892
2020-09-02 00:01:30,1599004890,360285,命悬—线武器箱,FN57 | 焰色反应,1599004890
2020-09-02 00:01:30,1599004890,335455,地平线武器箱,MP9 | 毛细血管,1599004890
2020-09-02 00:01:28,1599004888,335455,地平线武器箱,MP7 | 权力之心,1599004888
2020-09-02 00:01:28,1599004888,360285,命悬—线武器箱,R8 左轮手枪 | 稳,1599004888
2020-09-02 00:01:25,1599004885,360285,命悬—线武器箱,SG 553 | 阿罗哈,1599004885
2020-09-02 00:01:22,1599004882,140751,命悬—线武器箱,UMP-45 | 白狼,1599004882
2020-09-02 00:01:21,1599004881,352797,命悬—线武器箱,MP9 | 黑砂,1599004881
2020-09-02 00:01:15,1599004875,335455,地平线武器箱,MP9 | 毛细血管,1599004875
2020-09-02 00:01:11,1599004871,329837,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599004871
2020-09-02 00:01:10,1599004870,140751,命悬—线武器箱,P2000 | 都市危机,1599004870
2020-09-02 00:01:09,1599004869,352797,命悬—线武器箱,FN57 | 焰色反应,1599004869
2020-09-02 00:01:09,1599004869,360285,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599004869
2020-09-02 00:01:07,1599004867,64771,裂空武器箱,内格夫 | 飞羽,1599004867
2020-09-02 00:01:06,1599004866,120419,“头号特训”武器箱,M4A4（StatTrak™） | 镁元素,1599004866
2020-09-02 00:01:05,1599004865,152728,裂空武器箱,SG 553 | 锈蚀之刃,1599004865
2020-09-02 00:00:58,1599004858,352797,命悬—线武器箱,FN57（StatTrak™） | 焰色反应,1599004858
2020-09-02 00:00:55,1599004855,163425,暗影武器箱,双持贝瑞塔 | 龙之双子,1599004855
2020-09-02 00:00:49,1599004849,276200,反恐精英 2 号武器箱,SCAR-20 | 深红之网,1599004849
2020-09-02 00:00:48,1599004848,378338,伽玛 2 号武器箱,内格夫 | 眩目,1599004848
2020-09-02 00:00:47,1599004847,361063,裂空武器箱,SSG 08（StatTrak™） | 主机001,1599004847
2020-09-02 00:00:45,1599004845,378338,伽玛 2 号武器箱,CZ75（StatTrak™） | 印花板,1599004845
2020-09-02 00:00:42,1599004842,219412,裂空武器箱,SG 553 | 锈蚀之刃,1599004842
2020-09-02 00:00:42,1599004842,378338,伽玛 2 号武器箱,CZ75 | 印花板,1599004842
2020-09-02 00:00:40,1599004840,140751,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599004840
