datetime,timestamp,user,src,out,time
2020-09-15 00:01:44,1600128104,213236,“头号特训”武器箱,新星 | 灼木,1600128104
2020-09-15 00:01:41,1600128101,199343,光谱 2 号武器箱,格洛克 18 型 | 异星世界,1600128101
2020-09-15 00:01:36,1600128096,249568,命悬—线武器箱,R8 左轮手枪 | 稳,1600128096
2020-09-15 00:01:35,1600128095,155534,棱彩武器箱,Tec-9 | 青竹伪装,1600128095
2020-09-15 00:01:31,1600128091,198866,伽玛 2 号武器箱,格洛克 18 型 | 鼬鼠,1600128091
2020-09-15 00:01:26,1600128086,379083,命悬—线武器箱,R8 左轮手枪 | 稳,1600128086
2020-09-15 00:01:24,1600128084,155534,棱彩武器箱,MP7 | 恶作剧,1600128084
2020-09-15 00:01:23,1600128083,227916,“头号特训”武器箱,SG 553 | 危险距离,1600128083
2020-09-15 00:01:19,1600128079,199343,光谱 2 号武器箱,XM1014 | 五彩斑驳,1600128079
2020-09-15 00:01:17,1600128077,249568,命悬—线武器箱,M4A4 | 黑色魅影,1600128077
2020-09-15 00:01:15,1600128075,360162,棱彩2号武器箱,SG 553 | 黯翼,1600128075
2020-09-15 00:01:12,1600128072,182060,“头号特训”武器箱,Tec-9 | 破铜烂铁,1600128072
2020-09-15 00:01:08,1600128068,221384,光谱武器箱,截短霰弹枪 | 梭鲈,1600128068
2020-09-15 00:01:06,1600128066,249568,命悬—线武器箱,SG 553 | 阿罗哈,1600128066
2020-09-15 00:01:06,1600128066,199343,光谱 2 号武器箱,G3SG1 | 猎人,1600128066
2020-09-15 00:01:01,1600128061,112666,棱彩2号武器箱,AUG | 汤姆猫,1600128061
2020-09-15 00:00:56,1600128056,249568,命悬—线武器箱,R8 左轮手枪 | 稳,1600128056
2020-09-15 00:00:55,1600128055,191847,棱彩2号武器箱,MAC-10 | 渐变迪斯科,1600128055
2020-09-15 00:00:52,1600128052,86723,裂空武器箱,P2000 | 盘根错节,1600128052
2020-09-15 00:00:47,1600128047,112666,棱彩2号武器箱,SG 553（StatTrak™） | 黯翼,1600128047
2020-09-15 00:00:46,1600128046,35282,裂空武器箱,SSG 08 | 主机001,1600128046
2020-09-15 00:00:45,1600128045,199343,光谱 2 号武器箱,G3SG1 | 猎人,1600128045
2020-09-15 00:00:43,1600128043,128805,地平线武器箱,AUG | 琥珀冲流,1600128043
2020-09-15 00:00:43,1600128043,249568,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1600128043
2020-09-15 00:00:37,1600128037,249568,命悬—线武器箱,FN57 | 焰色反应,1600128037
2020-09-15 00:00:33,1600128033,112666,棱彩2号武器箱,MAC-10 | 渐变迪斯科,1600128033
2020-09-15 00:00:30,1600128030,249568,命悬—线武器箱,MP9 | 黑砂,1600128030
2020-09-15 00:00:28,1600128028,199343,光谱 2 号武器箱,格洛克 18 型 | 异星世界,1600128028
2020-09-15 00:00:27,1600128027,322647,反恐精英20周年武器箱,MAC-10 | 板条箱,1600128027
