datetime,timestamp,user,src,out,time
2020-09-11 00:00:59,1599782459,202505,命悬—线武器箱,XM1014（StatTrak™） | 锈蚀烈焰,1599782459
2020-09-11 00:00:57,1599782457,22941,“头号特训”武器箱,M4A4 | 镁元素,1599782457
2020-09-11 00:00:50,1599782450,72047,“头号特训”武器箱,SG 553 | 危险距离,1599782450
2020-09-11 00:00:47,1599782447,202505,命悬—线武器箱,SG 553 | 阿罗哈,1599782447
2020-09-11 00:00:47,1599782447,4686,命悬—线武器箱,FN57 | 焰色反应,1599782447
2020-09-11 00:00:47,1599782447,362094,手套武器箱,新星 | 毒蜥,1599782447
2020-09-11 00:00:44,1599782444,149516,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1599782444
2020-09-11 00:00:35,1599782435,202505,命悬—线武器箱,SG 553 | 阿罗哈,1599782435
2020-09-11 00:00:35,1599782435,222536,命悬—线武器箱,P2000 | 都市危机,1599782435
2020-09-11 00:00:32,1599782432,118109,命悬—线武器箱,SG 553 | 阿罗哈,1599782432
2020-09-11 00:00:30,1599782430,72047,“头号特训”武器箱,P250 | 影魔,1599782430
2020-09-11 00:00:28,1599782428,177925,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | SANJI | 2019年柏林锦标赛,1599782428
2020-09-11 00:00:26,1599782426,118109,命悬—线武器箱,MP9 | 黑砂,1599782426
2020-09-11 00:00:23,1599782423,120802,裂空武器箱,P250 | 卡带,1599782423
2020-09-11 00:00:21,1599782421,118109,命悬—线武器箱,内格夫 | 狮子鱼,1599782421
2020-09-11 00:00:20,1599782420,177925,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | qikert | 2019年柏林锦标赛,1599782420
2020-09-11 00:00:16,1599782416,118109,命悬—线武器箱,MAG-7 | SWAG-7,1599782416
2020-09-11 00:00:16,1599782416,72047,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1599782416
2020-09-11 00:00:15,1599782415,362094,手套武器箱,MP9 | 砂垢,1599782415
2020-09-11 00:00:11,1599782411,118109,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1599782411
2020-09-11 00:00:09,1599782409,177925,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | oBo | 2019年柏林锦标赛,1599782409
2020-09-11 00:00:08,1599782408,188063,命悬—线武器箱,MAG-7 | SWAG-7,1599782408
2020-09-11 00:00:07,1599782407,221717,反恐精英涂鸦箱,封装的涂鸦 | 守护者,1599782407
2020-09-11 00:00:05,1599782405,118109,命悬—线武器箱,新星 | 狂野六号,1599782405
2020-09-11 00:00:02,1599782402,72047,“头号特训”武器箱,截短霰弹枪 | 黑砂,1599782402
2020-09-11 00:00:01,1599782401,362094,手套武器箱,加利尔 AR | 黑砂,1599782401
2020-09-11 00:00:00,1599782400,118109,命悬—线武器箱,FN57 | 焰色反应,1599782400
2020-09-11 00:00:00,1599782400,177925,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | RpK | 2019年柏林锦标赛,1599782400
2020-09-11 00:15:57,1599783357,266806,棱彩2号武器箱,R8 左轮手枪 | 骸骨锻造,1599783357
2020-09-11 00:15:50,1599783350,225211,伽玛 2 号武器箱,P90 | 冷血无情,1599783350
2020-09-11 00:15:49,1599783349,166602,命悬—线武器箱,SG 553 | 阿罗哈,1599783349
2020-09-11 00:15:48,1599783348,352660,裂空武器箱,SSG 08（StatTrak™） | 主机001,1599783348
2020-09-11 00:15:47,1599783347,274389,裂空武器箱,P250 | 卡带,1599783347
2020-09-11 00:15:45,1599783345,166602,命悬—线武器箱,SG 553 | 阿罗哈,1599783345
2020-09-11 00:15:43,1599783343,39217,伽玛 2 号武器箱,沙漠之鹰 | 指挥,1599783343
2020-09-11 00:15:42,1599783342,166602,命悬—线武器箱,P2000 | 都市危机,1599783342
2020-09-11 00:15:39,1599783339,166602,命悬—线武器箱,格洛克 18 型 | 城里的月光,1599783339
2020-09-11 00:15:36,1599783336,166602,命悬—线武器箱,P2000 | 都市危机,1599783336
2020-09-11 00:15:32,1599783332,166602,命悬—线武器箱,XM1014 | 锈蚀烈焰,1599783332
2020-09-11 00:15:32,1599783332,122916,棱彩武器箱,P250 | 铜绿,1599783332
2020-09-11 00:15:30,1599783330,310243,“头号特训”武器箱,M4A4 | 镁元素,1599783330
2020-09-11 00:15:30,1599783330,39217,伽玛 2 号武器箱,G3SG1 | 通风机,1599783330
2020-09-11 00:15:30,1599783330,274389,裂空武器箱,XM1014 | 埋葬之影,1599783330
2020-09-11 00:15:29,1599783329,166602,命悬—线武器箱,AUG（StatTrak™） | 湖怪鸟,1599783329
2020-09-11 00:15:29,1599783329,309452,裂空武器箱,SG 553 | 锈蚀之刃,1599783329
