datetime,timestamp,user,src,out,time
2020-08-10 00:12:57,1597018377,90538,命悬—线武器箱,SG 553（StatTrak™） | 阿罗哈,1597018377
2020-08-10 00:12:54,1597018374,71816,棱彩2号武器箱,内格夫 | 原型机,1597018374
2020-08-10 00:12:43,1597018363,208332,光谱 2 号武器箱,MAC-10 | 海洋,1597018363
2020-08-10 00:12:40,1597018360,206199,命悬—线武器箱,FN57 | 焰色反应,1597018360
2020-08-10 00:12:36,1597018356,207192,Fracture Case,SG 553 | Ol' Rusty,1597018356
2020-08-10 00:12:31,1597018351,370039,棱彩武器箱,UMP-45 | 城里的月光,1597018351
2020-08-10 00:12:30,1597018350,208332,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1597018350
2020-08-10 00:12:27,1597018347,182865,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1597018347
2020-08-10 00:12:27,1597018347,29979,“裂网大行动”武器箱,AK-47 | 复古浪潮,1597018347
2020-08-10 00:12:26,1597018346,202827,幻彩 3 号武器箱,CZ75 | 红鹰,1597018346
2020-08-10 00:12:23,1597018343,281352,团队定位胶囊,印花 | 偷袭狂魔,1597018343
2020-08-10 00:12:21,1597018341,308007,棱彩武器箱,P250 | 铜绿,1597018341
2020-08-10 00:12:20,1597018340,149481,光谱 2 号武器箱,G3SG1 | 猎人,1597018340
2020-08-10 00:12:15,1597018335,189650,反恐精英20周年武器箱,格洛克 18 型 | 烈焰天使,1597018335
2020-08-10 00:12:14,1597018334,208332,棱彩武器箱,MAC-10 | 白鲑鱼,1597018334
2020-08-10 00:12:14,1597018334,5674,棱彩2号武器箱,MP5-SD | 沙漠精英,1597018334
2020-08-10 00:12:11,1597018331,298310,“头号特训”武器箱,新星 | 灼木,1597018331
2020-08-10 00:12:11,1597018331,202827,幻彩 3 号武器箱,MP9 | 生化泄漏,1597018331
2020-08-10 00:12:03,1597018323,6827,命悬—线武器箱,SG 553 | 阿罗哈,1597018323
2020-08-10 00:12:01,1597018321,308007,棱彩武器箱,P90 | 异星世界,1597018321
2020-08-10 00:12:01,1597018321,80686,光谱武器箱,截短霰弹枪（StatTrak™） | 梭鲈,1597018321
2020-08-10 00:11:52,1597018312,60872,光谱 2 号武器箱,AUG | 三角战术,1597018312
2020-08-10 00:11:50,1597018310,19153,命悬—线武器箱,内格夫（StatTrak™） | 狮子鱼,1597018310
2020-08-10 00:11:50,1597018310,308007,反恐精英20周年武器箱,格洛克 18 型 | 烈焰天使,1597018310
2020-08-10 00:11:47,1597018307,80686,光谱武器箱,P250 | 涟漪,1597018307
2020-08-10 00:11:36,1597018296,308007,反恐精英20周年武器箱,格洛克 18 型 | 烈焰天使,1597018296
2020-08-10 00:11:29,1597018289,36097,Fracture Case,P250 | Cassette,1597018289
2020-08-10 00:11:27,1597018287,19153,命悬—线武器箱,XM1014 | 锈蚀烈焰,1597018287
2020-08-10 00:11:24,1597018284,373503,“头号特训”武器箱,新星 | 灼木,1597018284
2020-08-10 00:11:20,1597018280,298310,棱彩2号武器箱,CZ75 | 做旧手艺,1597018280
2020-08-10 00:11:16,1597018276,174972,棱彩武器箱,法玛斯 | 保护色,1597018276
2020-08-10 00:11:15,1597018275,308007,反恐精英20周年武器箱,MAC-10 | 板条箱,1597018275
2020-08-10 00:11:12,1597018272,19153,命悬—线武器箱,SG 553 | 阿罗哈,1597018272
2020-08-10 00:11:09,1597018269,324485,命悬—线武器箱,FN57（StatTrak™） | 焰色反应,1597018269
2020-08-10 00:11:09,1597018269,137611,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1597018269
2020-08-10 00:11:09,1597018269,105984,棱彩2号武器箱,MP5-SD | 沙漠精英,1597018269
2020-08-10 00:11:07,1597018267,82815,伽玛 2 号武器箱,内格夫 | 眩目,1597018267
2020-08-10 00:11:06,1597018266,211851,棱彩2号武器箱,AWP | 毛细血管,1597018266
2020-08-10 00:11:02,1597018262,137611,光谱 2 号武器箱,截短霰弹枪 | 夜百合,1597018262
2020-08-10 00:11:01,1597018261,212736,反恐精英20周年印花胶囊,印花 | 别起下把买,1597018261
2020-08-10 00:10:59,1597018259,19153,命悬—线武器箱,R8 左轮手枪 | 稳,1597018259
2020-08-10 00:10:57,1597018257,137611,光谱 2 号武器箱,AUG | 三角战术,1597018257
2020-08-10 00:10:52,1597018252,137611,光谱 2 号武器箱,格洛克 18 型（StatTrak™） | 异星世界,1597018252
2020-08-10 00:10:51,1597018251,270661,Fracture Case,SG 553 | Ol' Rusty,1597018251
2020-08-10 00:10:48,1597018248,104777,命悬—线武器箱,P2000 | 都市危机,1597018248
2020-08-10 00:10:46,1597018246,137611,光谱 2 号武器箱,CZ75 | 战术高手,1597018246
2020-08-10 00:10:45,1597018245,19153,命悬—线武器箱,SG 553 | 阿罗哈,1597018245
2020-08-10 00:10:45,1597018245,199175,“头号特训”武器箱,MP9 | 中度威胁,1597018245
2020-08-10 00:10:43,1597018243,296422,“头号特训”武器箱,Tec-9 | 破铜烂铁,1597018243
2020-08-10 00:10:42,1597018242,174972,“头号特训”武器箱,MP5-SD | 磷光体,1597018242
2020-08-10 00:10:42,1597018242,137611,光谱 2 号武器箱,MP9 | 焦油缠绕,1597018242
2020-08-10 00:10:40,1597018240,227898,棱彩武器箱,AK-47 | 迷踪秘境,1597018240
2020-08-10 00:10:39,1597018239,231894,“头号特训”武器箱,M4A4（StatTrak™） | 镁元素,1597018239
2020-08-10 00:10:36,1597018236,137611,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1597018236
2020-08-10 00:10:34,1597018234,112567,反恐精英20周年印花胶囊,印花 | 老当益壮,1597018234
2020-08-10 00:10:33,1597018233,19153,命悬—线武器箱,格洛克 18 型 | 城里的月光,1597018233
2020-08-10 00:10:28,1597018228,296422,“头号特训”武器箱,截短霰弹枪（StatTrak™） | 黑砂,1597018228
2020-08-10 00:10:23,1597018223,137611,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1597018223
2020-08-10 00:10:22,1597018222,189181,“头号特训”武器箱,SG 553 | 危险距离,1597018222
2020-08-10 00:10:19,1597018219,32321,“头号特训”武器箱,MP9 | 中度威胁,1597018219
2020-08-10 00:10:16,1597018216,140262,“野火大行动”武器箱,双持贝瑞塔 | 卡特尔,1597018216
2020-08-10 00:10:14,1597018214,339864,“头号特训”武器箱,SG 553 | 危险距离,1597018214
2020-08-10 00:10:12,1597018212,296422,命悬—线武器箱,MP9 | 黑砂,1597018212
2020-08-10 00:10:10,1597018210,88571,地平线武器箱,格洛克 18 型 | 战鹰,1597018210
2020-08-10 00:10:04,1597018204,124906,命悬—线武器箱,XM1014 | 锈蚀烈焰,1597018204
2020-08-10 00:10:01,1597018201,278666,棱彩武器箱,P90 | 异星世界,1597018201
2020-08-10 00:09:59,1597018199,296422,命悬—线武器箱,FN57 | 焰色反应,1597018199
2020-08-10 00:09:58,1597018198,271686,“头号特训”武器箱,SG 553（StatTrak™） | 危险距离,1597018198
2020-08-10 00:09:55,1597018195,296422,命悬—线武器箱,R8 左轮手枪 | 稳,1597018195
2020-08-10 00:09:52,1597018192,31964,光谱 2 号武器箱,截短霰弹枪 | 夜百合,1597018192
2020-08-10 00:09:50,1597018190,180047,“头号特训”武器箱,SG 553 | 危险距离,1597018190
2020-08-10 00:09:50,1597018190,186860,棱彩2号武器箱,AUG | 汤姆猫,1597018190
2020-08-10 00:09:50,1597018190,296422,命悬—线武器箱,SG 553 | 阿罗哈,1597018190
2020-08-10 00:09:48,1597018188,21766,Fracture Case,P90 | Freight,1597018188
2020-08-10 00:09:48,1597018188,19153,命悬—线武器箱,格洛克 18 型 | 城里的月光,1597018188
2020-08-10 00:09:45,1597018185,316299,Fracture Case,P90 | Freight,1597018185
2020-08-10 00:09:42,1597018182,33158,伽玛武器箱,新星 | Exo,1597018182
2020-08-10 00:09:36,1597018176,180047,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1597018176
2020-08-10 00:09:36,1597018176,27878,光谱 2 号武器箱,格洛克 18 型 | 异星世界,1597018176
2020-08-10 00:09:34,1597018174,186860,棱彩2号武器箱,P2000 | 酸蚀,1597018174
2020-08-10 00:09:32,1597018172,19153,命悬—线武器箱,MAG-7 | SWAG-7,1597018172
2020-08-10 00:09:32,1597018172,57256,命悬—线武器箱,XM1014 | 锈蚀烈焰,1597018172
2020-08-10 00:09:24,1597018164,186860,棱彩2号武器箱,R8 左轮手枪 | 骸骨锻造,1597018164
2020-08-10 00:09:18,1597018158,19153,命悬—线武器箱,SG 553（StatTrak™） | 阿罗哈,1597018158
2020-08-10 00:09:17,1597018157,41087,Fracture Case,MAG-7 | Monster Call,1597018157
2020-08-10 00:09:15,1597018155,349829,弯曲猎手武器箱,USP 消音版 | 力矩,1597018155
2020-08-10 00:09:13,1597018153,186860,棱彩2号武器箱,内格夫 | 原型机,1597018153
2020-08-10 00:09:09,1597018149,344819,命悬—线武器箱,内格夫 | 狮子鱼,1597018149
2020-08-10 00:09:05,1597018145,19153,命悬—线武器箱,XM1014 | 锈蚀烈焰,1597018145
2020-08-10 00:08:58,1597018138,301636,动物寓言胶囊,印花 | 蝎狮（全息）,1597018138
2020-08-10 00:08:57,1597018137,186860,棱彩2号武器箱,SCAR-20 | 执行者,1597018137
2020-08-10 00:08:53,1597018133,187198,“头号特训”武器箱,MAC-10 | 销声,1597018133
2020-08-10 00:08:53,1597018133,122090,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1597018133
2020-08-10 00:08:53,1597018133,364594,Fracture Case,P2000 | Gnarled,1597018133
2020-08-10 00:08:51,1597018131,134904,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | Jame | 2019年柏林锦标赛,1597018131
2020-08-10 00:08:51,1597018131,52603,《半衰期：爱莉克斯》印花胶囊,印花 | 万斯后裔（金色）,1597018131
2020-08-10 00:08:49,1597018129,194389,反恐精英20周年印花胶囊,印花 | 听他的,1597018129
2020-08-10 00:08:47,1597018127,186860,棱彩2号武器箱,AUG | 汤姆猫,1597018127
2020-08-10 00:08:41,1597018121,32321,光谱 2 号武器箱,G3SG1 | 猎人,1597018121
2020-08-10 00:08:36,1597018116,52603,《半衰期：爱莉克斯》印花胶囊,印花 | 对侏儒的仁慈,1597018116
2020-08-10 00:08:35,1597018115,134904,2019年柏林锦标赛传奇组亲笔签名胶囊,印花 | ZywOo | 2019年柏林锦标赛,1597018115
2020-08-10 00:08:35,1597018115,186860,棱彩2号武器箱,SSG 08 | 浮生如梦,1597018115
2020-08-10 00:08:33,1597018113,301636,动物寓言胶囊,印花 | 巨龙,1597018113
2020-08-10 00:08:28,1597018108,137799,幻彩 2 号武器箱,CZ75 | 先驱,1597018108
2020-08-10 00:08:26,1597018106,181716,命悬—线武器箱,MAG-7 | SWAG-7,1597018106
2020-08-10 00:08:22,1597018102,29979,幻彩 2 号武器箱,P250 | 元素轮廓,1597018102
2020-08-10 00:08:21,1597018101,74139,命悬—线武器箱,R8 左轮手枪 | 稳,1597018101
2020-08-10 00:08:20,1597018100,186860,棱彩2号武器箱,P2000 | 酸蚀,1597018100
2020-08-10 00:08:17,1597018097,386019,反恐精英20周年武器箱,M249 | 阿兹特克,1597018097
2020-08-10 00:08:11,1597018091,186860,棱彩2号武器箱,AUG | 汤姆猫,1597018091
2020-08-10 00:08:10,1597018090,27878,地平线武器箱,P90 | 牵引力,1597018090
2020-08-10 00:08:07,1597018087,187198,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1597018087
2020-08-10 00:08:05,1597018085,105823,“头号特训”武器箱,新星 | 灼木,1597018085
2020-08-10 00:08:04,1597018084,53040,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1597018084
2020-08-10 00:07:56,1597018076,362463,棱彩武器箱,P90（StatTrak™） | 异星世界,1597018076
2020-08-10 00:07:52,1597018072,186860,棱彩2号武器箱,AK-47 | 幻影破坏者,1597018072
2020-08-10 00:07:49,1597018069,187198,“头号特训”武器箱,Tec-9 | 破铜烂铁,1597018069
2020-08-10 00:07:46,1597018066,23536,伽玛 2 号武器箱,P90 | 冷血无情,1597018066
2020-08-10 00:07:45,1597018065,344819,命悬—线武器箱,MP9 | 黑砂,1597018065
2020-08-10 00:07:42,1597018062,186860,棱彩2号武器箱,R8 左轮手枪 | 骸骨锻造,1597018062
2020-08-10 00:07:36,1597018056,143281,命悬—线武器箱,MP9 | 黑砂,1597018056
2020-08-10 00:07:32,1597018052,186860,棱彩2号武器箱,AUG | 汤姆猫,1597018052
2020-08-10 00:07:30,1597018050,53040,光谱 2 号武器箱,MAC-10 | 海洋,1597018050
2020-08-10 00:07:28,1597018048,221588,棱彩2号武器箱,SG 553 | 黯翼,1597018048
2020-08-10 00:07:24,1597018044,19153,命悬—线武器箱,R8 左轮手枪 | 稳,1597018044
2020-08-10 00:07:19,1597018039,186860,棱彩2号武器箱,SSG 08 | 浮生如梦,1597018039
2020-08-10 00:07:16,1597018036,238151,反恐精英20周年武器箱,MAG-7 | 碰碰狗,1597018036
2020-08-10 00:07:10,1597018030,19153,命悬—线武器箱,R8 左轮手枪 | 稳,1597018030
2020-08-10 00:07:08,1597018028,186860,棱彩2号武器箱,内格夫 | 原型机,1597018028
2020-08-10 00:06:58,1597018018,143958,地平线武器箱,G3SG1 | 公海,1597018018
2020-08-10 00:06:58,1597018018,186860,棱彩2号武器箱,内格夫 | 原型机,1597018018
2020-08-10 00:06:57,1597018017,130485,“头号特训”武器箱,M4A4 | 镁元素,1597018017
2020-08-10 00:06:56,1597018016,19153,命悬—线武器箱,内格夫 | 狮子鱼,1597018016
2020-08-10 00:06:55,1597018015,74139,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1597018015
2020-08-10 00:06:49,1597018009,295106,CS:GO布章包,布章 | 英勇,1597018009
2020-08-10 00:06:41,1597018001,74139,命悬—线武器箱,R8 左轮手枪 | 稳,1597018001
2020-08-10 00:06:41,1597018001,238151,反恐精英20周年武器箱,SCAR-20 | 仓库突击,1597018001
2020-08-10 00:06:39,1597017999,245664,光谱 2 号武器箱,截短霰弹枪 | 夜百合,1597017999
2020-08-10 00:06:38,1597017998,14191,命悬—线武器箱,FN57 | 焰色反应,1597017998
2020-08-10 00:06:36,1597017996,294531,猛兽胶囊,印花 | 第一滴血,1597017996
2020-08-10 00:06:32,1597017992,245664,光谱 2 号武器箱,SG 553 | 幻影,1597017992
2020-08-10 00:06:28,1597017988,245664,光谱 2 号武器箱,XM1014 | 五彩斑驳,1597017988
2020-08-10 00:06:28,1597017988,74139,命悬—线武器箱,FN57 | 焰色反应,1597017988
2020-08-10 00:06:26,1597017986,299392,Fracture Case,P90 | Freight,1597017986
2020-08-10 00:06:22,1597017982,245664,光谱 2 号武器箱,SCAR-20 | 丛林滑流,1597017982
2020-08-10 00:06:19,1597017979,231553,命悬—线武器箱,SG 553 | 阿罗哈,1597017979
2020-08-10 00:06:18,1597017978,23536,“头号特训”武器箱,M4A4 | 镁元素,1597017978
2020-08-10 00:06:16,1597017976,245664,光谱 2 号武器箱,Tec-9 | 碎蛋白石,1597017976
2020-08-10 00:06:15,1597017975,74139,命悬—线武器箱,MP9 | 黑砂,1597017975
