datetime,timestamp,user,src,out,time
2020-09-30 00:03:33,1601424213,154843,命悬—线武器箱,SG 553 | 阿罗哈,1601424213
2020-09-30 00:03:32,1601424212,334686,命悬—线武器箱,SG 553 | 阿罗哈,1601424212
2020-09-30 00:03:31,1601424211,108816,棱彩武器箱,法玛斯 | 保护色,1601424211
2020-09-30 00:03:30,1601424210,117432,光谱 2 号武器箱,XM1014 | 五彩斑驳,1601424210
2020-09-30 00:03:29,1601424209,334686,命悬—线武器箱,FN57（StatTrak™） | 焰色反应,1601424209
2020-09-30 00:03:29,1601424209,366024,伽玛 2 号武器箱,Tec-9 | 燃料喷射器,1601424209
2020-09-30 00:03:26,1601424206,155810,“头号特训”武器箱,MP5-SD | 磷光体,1601424206
2020-09-30 00:03:26,1601424206,106463,命悬—线武器箱,R8 左轮手枪 | 稳,1601424206
2020-09-30 00:03:26,1601424206,230021,伽玛 2 号武器箱,G3SG1 | 通风机,1601424206
2020-09-30 00:03:26,1601424206,366024,伽玛 2 号武器箱,P90 | 冷血无情,1601424206
2020-09-30 00:03:26,1601424206,334686,命悬—线武器箱,AUG | 湖怪鸟,1601424206
2020-09-30 00:03:24,1601424204,366024,伽玛 2 号武器箱,CZ75 | 印花板,1601424204
2020-09-30 00:03:23,1601424203,120883,地平线武器箱,AUG | 琥珀冲流,1601424203
2020-09-30 00:03:23,1601424203,334686,命悬—线武器箱,MAG-7 | SWAG-7,1601424203
2020-09-30 00:03:22,1601424202,163117,命悬—线武器箱,P2000 | 都市危机,1601424202
2020-09-30 00:03:21,1601424201,366024,伽玛 2 号武器箱,CZ75（StatTrak™） | 印花板,1601424201
2020-09-30 00:03:21,1601424201,154843,命悬—线武器箱,内格夫 | 狮子鱼,1601424201
2020-09-30 00:03:20,1601424200,334686,命悬—线武器箱,FN57 | 焰色反应,1601424200
2020-09-30 00:03:20,1601424200,261136,裂空武器箱,SG 553 | 锈蚀之刃,1601424200
2020-09-30 00:03:18,1601424198,366024,伽玛 2 号武器箱,FN57 | 斯康里娅,1601424198
2020-09-30 00:03:17,1601424197,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424197
2020-09-30 00:03:16,1601424196,256670,CS:GO布章包,布章 | 九头蛇,1601424196
2020-09-30 00:03:15,1601424195,37001,地平线武器箱,双持贝瑞塔 | 碎片,1601424195
2020-09-30 00:03:14,1601424194,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424194
2020-09-30 00:03:14,1601424194,223876,命悬—线武器箱,XM1014 | 锈蚀烈焰,1601424194
2020-09-30 00:03:14,1601424194,366024,伽玛 2 号武器箱,沙漠之鹰 | 指挥,1601424194
2020-09-30 00:03:14,1601424194,230021,伽玛 2 号武器箱,MAG-7 | 石雕,1601424194
2020-09-30 00:03:11,1601424191,334686,命悬—线武器箱,P2000 | 都市危机,1601424191
2020-09-30 00:03:11,1601424191,366024,伽玛 2 号武器箱,P90 | 冷血无情,1601424191
2020-09-30 00:03:10,1601424190,163117,命悬—线武器箱,SG 553 | 阿罗哈,1601424190
2020-09-30 00:03:08,1601424188,334686,命悬—线武器箱,UMP-45 | 白狼,1601424188
2020-09-30 00:03:08,1601424188,366024,伽玛 2 号武器箱,FN57 | 斯康里娅,1601424188
2020-09-30 00:03:07,1601424187,276913,“头号特训”武器箱,格洛克 18 型 | 锈蚀烈焰,1601424187
2020-09-30 00:03:06,1601424186,208904,棱彩武器箱,法玛斯 | 保护色,1601424186
2020-09-30 00:03:06,1601424186,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424186
2020-09-30 00:03:05,1601424185,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424185
2020-09-30 00:03:03,1601424183,366024,伽玛 2 号武器箱,内格夫 | 眩目,1601424183
2020-09-30 00:03:03,1601424183,334686,命悬—线武器箱,XM1014 | 锈蚀烈焰,1601424183
2020-09-30 00:03:00,1601424180,366024,伽玛 2 号武器箱,XM1014 | 滑流,1601424180
2020-09-30 00:03:00,1601424180,334686,命悬—线武器箱,SG 553 | 阿罗哈,1601424180
2020-09-30 00:02:58,1601424178,383302,棱彩2号武器箱,MP5-SD（StatTrak™） | 沙漠精英,1601424178
2020-09-30 00:02:58,1601424178,366024,伽玛 2 号武器箱,FN57 | 斯康里娅,1601424178
2020-09-30 00:02:57,1601424177,334686,命悬—线武器箱,PP-野牛（StatTrak™） | 黑夜暴乱,1601424177
2020-09-30 00:02:55,1601424175,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424175
2020-09-30 00:02:53,1601424173,334686,命悬—线武器箱,FN57 | 焰色反应,1601424173
2020-09-30 00:02:51,1601424171,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424171
2020-09-30 00:02:50,1601424170,334686,命悬—线武器箱,R8 左轮手枪 | 稳,1601424170
2020-09-30 00:02:48,1601424168,120883,光谱 2 号武器箱,AUG | 三角战术,1601424168
2020-09-30 00:02:48,1601424168,366024,伽玛 2 号武器箱,内格夫 | 眩目,1601424168
2020-09-30 00:02:48,1601424168,37001,地平线武器箱,MP9 | 毛细血管,1601424168
2020-09-30 00:02:47,1601424167,334686,命悬—线武器箱,FN57 | 焰色反应,1601424167
2020-09-30 00:02:46,1601424166,163117,命悬—线武器箱,SG 553（StatTrak™） | 阿罗哈,1601424166
2020-09-30 00:02:45,1601424165,366024,伽玛 2 号武器箱,CZ75 | 印花板,1601424165
2020-09-30 00:02:45,1601424165,334686,命悬—线武器箱,FN57 | 焰色反应,1601424165
2020-09-30 00:02:45,1601424165,19514,裂空武器箱,MP5-SD | 猛烈冲锋,1601424165
2020-09-30 00:02:43,1601424163,148064,“头号特训”武器箱,M4A4 | 镁元素,1601424163
2020-09-30 00:02:43,1601424163,124635,命悬—线武器箱,PP-野牛（StatTrak™） | 黑夜暴乱,1601424163
2020-09-30 00:02:43,1601424163,366024,伽玛 2 号武器箱,MAG-7 | 石雕,1601424163
2020-09-30 00:02:42,1601424162,334686,命悬—线武器箱,FN57 | 焰色反应,1601424162
2020-09-30 00:02:41,1601424161,223876,命悬—线武器箱,XM1014 | 锈蚀烈焰,1601424161
2020-09-30 00:02:40,1601424160,366024,伽玛 2 号武器箱,XM1014 | 滑流,1601424160
2020-09-30 00:02:39,1601424159,334686,命悬—线武器箱,MAG-7 | SWAG-7,1601424159
2020-09-30 00:02:37,1601424157,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424157
2020-09-30 00:02:36,1601424156,223876,命悬—线武器箱,FN57 | 焰色反应,1601424156
2020-09-30 00:02:36,1601424156,334686,命悬—线武器箱,SG 553 | 阿罗哈,1601424156
2020-09-30 00:02:36,1601424156,276913,“头号特训”武器箱,Tec-9 | 破铜烂铁,1601424156
2020-09-30 00:02:34,1601424154,128542,棱彩武器箱,P90 | 异星世界,1601424154
2020-09-30 00:02:34,1601424154,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424154
2020-09-30 00:02:34,1601424154,163117,命悬—线武器箱,格洛克 18 型 | 城里的月光,1601424154
2020-09-30 00:02:33,1601424153,334686,命悬—线武器箱,R8 左轮手枪 | 稳,1601424153
2020-09-30 00:02:32,1601424152,366024,伽玛 2 号武器箱,内格夫 | 眩目,1601424152
2020-09-30 00:02:30,1601424150,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424150
2020-09-30 00:02:29,1601424149,366024,伽玛 2 号武器箱,G3SG1 | 通风机,1601424149
2020-09-30 00:02:28,1601424148,334686,命悬—线武器箱,FN57 | 焰色反应,1601424148
2020-09-30 00:02:26,1601424146,366024,伽玛 2 号武器箱,UMP-45（StatTrak™） | 简报,1601424146
2020-09-30 00:02:24,1601424144,334686,命悬—线武器箱,格洛克 18 型 | 城里的月光,1601424144
2020-09-30 00:02:24,1601424144,366024,伽玛 2 号武器箱,内格夫 | 眩目,1601424144
2020-09-30 00:02:22,1601424142,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424142
2020-09-30 00:02:21,1601424141,120455,裂空武器箱,PP-野牛 | 神秘碑文,1601424141
2020-09-30 00:02:20,1601424140,102425,棱彩武器箱,P90 | 异星世界,1601424140
2020-09-30 00:02:19,1601424139,366024,伽玛 2 号武器箱,P90 | 冷血无情,1601424139
2020-09-30 00:02:19,1601424139,334686,命悬—线武器箱,MP9 | 黑砂,1601424139
2020-09-30 00:02:17,1601424137,366024,伽玛 2 号武器箱,UMP-45 | 简报,1601424137
2020-09-30 00:02:16,1601424136,334686,命悬—线武器箱,R8 左轮手枪 | 稳,1601424136
2020-09-30 00:02:13,1601424133,366024,伽玛 2 号武器箱,SCAR-20 | 权力之心,1601424133
2020-09-30 00:02:13,1601424133,334686,命悬—线武器箱,PP-野牛 | 黑夜暴乱,1601424133
2020-09-30 00:02:12,1601424132,128542,棱彩武器箱,MP7 | 恶作剧,1601424132
2020-09-30 00:02:11,1601424131,276913,“头号特训”武器箱,SG 553 | 危险距离,1601424131
